timestamp,method_key,method_label,size,runs,workers,seed,rgb_to_gray_s,sobel_s,total_s,white_percent,white_pixels,total_pixels,checksum,output_hash,status,error
2026-05-06T13:01:13,secuencial,secuencial,3000,5,1,2026,1.306512399,4.184142412,5.490654811,0.080933333,7284,9000000,6233330,eb3441cc7677b249,ok,
2026-05-06T13:31:10,numpy,NumPy,3000,5,1,2026,0.035172113,0.074253449,0.109425562,0.080933333,7284,9000000,6233330,eb3441cc7677b249,ok,
2026-05-06T13:31:41,numba_cpu,Numba paralelo CPU,3000,5,8,2026,0.004669732,0.004491601,0.009161333,0.080933333,7284,9000000,6233330,eb3441cc7677b249,ok,
