timestamp,method_key,method_label,size,runs,workers,seed,rgb_to_gray_s,sobel_s,total_s,white_percent,white_pixels,total_pixels,checksum,output_hash,status,error
2026-05-06T13:00:37,secuencial,secuencial,1500,5,1,2026,0.334964448,1.034740424,1.369704872,0.161955556,3644,2250000,3113394,34f7880907cc0e27,ok,
2026-05-06T13:31:03,numpy,NumPy,1500,5,1,2026,0.008867296,0.012353997,0.021221293,0.161955556,3644,2250000,3113394,34f7880907cc0e27,ok,
2026-05-06T13:31:34,numba_cpu,Numba paralelo CPU,1500,5,8,2026,0.001393341,0.001238453,0.002631793,0.161955556,3644,2250000,3113394,34f7880907cc0e27,ok,
