timestamp,method_key,method_label,size,runs,workers,seed,rgb_to_gray_s,sobel_s,total_s,white_percent,white_pixels,total_pixels,checksum,output_hash,status,error
2026-05-06T13:03:16,secuencial,secuencial,6000,5,1,2026,5.280667116,17.075368792,22.356035908,0.040466667,14568,36000000,12474230,f1b0875ac49b9f7d,ok,
2026-05-06T13:31:17,numpy,NumPy,6000,5,1,2026,0.147766324,0.293736104,0.441502428,0.040466667,14568,36000000,12474230,f1b0875ac49b9f7d,ok,
2026-05-06T13:31:47,numba_cpu,Numba paralelo CPU,6000,5,8,2026,0.014490440,0.015879670,0.030370110,0.040466667,14568,36000000,12474230,f1b0875ac49b9f7d,ok,
