timestamp,method_key,method_label,size,runs,workers,seed,rgb_to_gray_s,sobel_s,total_s,transfer_h2d_s,transfer_d2h_s,transfer_total_s,white_percent,white_pixels,total_pixels,checksum,output_hash,status,error
2026-06-04T11:54:29,pytorch_cpu,PyTorch CPU,750,5,6,2026,0.001090896,0.006944025,0.008034921,,,,0.281777778,1585,562500,7144991,d154fb8c8a528b71,ok,
2026-06-04T11:54:56,pytorch_gpu,PyTorch GPU,750,5,1,2026,0.000263403,0.000935275,0.001198678,0.000255380,0.000196784,0.000452164,0.281777778,1585,562500,7144991,d154fb8c8a528b71,ok,
