timestamp,method_key,method_label,size,runs,workers,seed,rgb_to_gray_s,sobel_s,total_s,transfer_h2d_s,transfer_d2h_s,transfer_total_s,white_percent,white_pixels,total_pixels,checksum,output_hash,status,error
2026-06-04T11:54:43,pytorch_cpu,PyTorch CPU,3000,5,6,2026,0.058907592,0.161520016,0.220427608,,,,0.001366667,123,9000000,47883019,2657c695a380cf71,ok,
2026-06-04T11:55:10,pytorch_gpu,PyTorch GPU,3000,5,1,2026,0.003474561,0.004064559,0.007539120,0.002697756,0.001526779,0.004224535,0.001366667,123,9000000,47883019,2657c695a380cf71,ok,
