timestamp,method_key,method_label,size,runs,workers,seed,rgb_to_gray_s,sobel_s,total_s,transfer_h2d_s,transfer_d2h_s,transfer_total_s,white_percent,white_pixels,total_pixels,checksum,output_hash,status,error
2026-05-18T11:56:00,numba_cpu,Numba paralelo CPU,3000,5,6,2026,0.003456887,0.004141500,0.007598387,,,,0.001366667,123,9000000,47883925,a5989d2f439a9154,ok,
2026-05-18T11:55:19,numba_gpu,Numba GPU,3000,5,256,2026,0.001098649,0.004375972,0.005474621,0.003250894,0.001516838,0.004767732,0.001366667,123,9000000,47884245,56d292135dc0414f,ok,
