timestamp,method_key,method_label,size,runs,workers,seed,rgb_to_gray_s,sobel_s,total_s,transfer_h2d_s,transfer_d2h_s,transfer_total_s,white_percent,white_pixels,total_pixels,checksum,output_hash,status,error
2026-05-18T11:19:06,numba_cpu,Numba paralelo CPU,750,5,6,2026,0.000571326,0.000237974,0.000809301,,,,0.281777778,1585,562500,7145137,e330e8a405b66425,ok,
2026-05-18T11:52:47,numba_gpu,Numba GPU,750,5,256,2026,0.000138277,0.000302536,0.000440813,0.000598005,0.000213419,0.000811425,0.281777778,1585,562500,7145141,5d84e47f0fe8922a,ok,
