timestamp,method_key,method_label,size,runs,workers,seed,rgb_to_gray_s,sobel_s,total_s,transfer_h2d_s,transfer_d2h_s,transfer_total_s,white_percent,white_pixels,total_pixels,checksum,output_hash,status,error
2026-05-18T11:56:08,numba_cpu,Numba paralelo CPU,1500,5,6,2026,0.001600915,0.001396992,0.002997907,,,,0.059955556,1349,2250000,18014291,49a177a791d110fb,ok,
2026-05-18T11:55:00,numba_gpu,Numba GPU,1500,5,256,2026,0.000430495,0.001080947,0.001511442,0.001302102,0.000681878,0.001983979,0.059955556,1349,2250000,18014475,82629d16e7e25f5c,ok,
