timestamp,method_key,method_label,size,runs,workers,seed,rgb_to_gray_s,sobel_s,total_s,transfer_h2d_s,transfer_d2h_s,transfer_total_s,white_percent,white_pixels,total_pixels,checksum,output_hash,status,error
2026-05-07T16:57:59,secuencial,secuencial,1500,5,1,2026,0.329165259,1.145662011,1.474827270,,,,0.059955556,1349,2250000,18014291,49a177a791d110fb,ok,
2026-05-18T12:03:47,numpy,NumPy,1500,5,1,2026,0.007318260,0.010707592,0.018025851,,,,0.059955556,1349,2250000,18013999,f905721d22fdb912,ok,
2026-05-18T12:04:04,numba_cpu,Numba paralelo CPU,1500,5,6,2026,0.001324096,0.001058171,0.002382267,,,,0.059955556,1349,2250000,18014291,49a177a791d110fb,ok,
